employee_id,employee_name,department,date,attendance_status,hours_worked,overtime_hours,wellbeing_score,task_overdue_count
E074,Ali_42,QA,2025-02-09,Present,8.15,3.78,7.76,1
E127,Zubair_12,Finance,2025-01-25,Present,9.69,1.38,7.15,0
E204,Sophia_32,HR,2025-01-31,Present,6.26,1.84,3.78,0
E170,Ayesha_21,Support,2025-01-25,Present,9.45,1.39,7.05,0
E240,Noor_31,Support,2025-02-11,Absent,0.0,0.0,4.07,0
E293,Khadija_21,Sales,2025-01-16,Remote,0.0,0.0,4.63,0
E107,Khadija_30,Sales,2025-02-04,Absent,0.0,0.0,5.94,1
E129,Noor_14,Engineering,2025-03-28,Present,7.54,2.73,6.41,0
E158,Emma_10,Operations,2025-01-27,Present,8.33,1.58,3.6,0
E202,Ali_62,Engineering,2025-01-06,Present,5.83,0.0,7.21,0
E288,Khadija_61,Engineering,2025-03-18,Present,6.81,0.0,7.06,0
E117,Khadija_64,Finance,2025-04-11,Absent,0.0,0.0,8.37,1
E175,Noor_15,Engineering,2025-02-22,Present,10.64,1.13,4.38,2
E265,Mary_90,Sales,2025-02-22,Present,10.52,3.75,7.45,0
E180,Sophia_42,Finance,2025-03-12,Present,7.59,1.27,2.21,0
E236,Noor_13,QA,2025-04-22,Present,8.48,0.0,3.85,0
E045,Ahmed_1,Support,2025-01-26,Absent,0.0,0.0,4.09,0
E032,Sara_95,HR,2025-01-12,Present,7.35,1.46,8.58,0
E157,Ahmed_44,Sales,2025-01-23,Present,9.92,1.97,5.27,1
E031,Sara_73,Operations,2025-02-23,Present,8.08,1.15,4.94,0
E285,Mary_63,QA,2025-03-04,Present,7.72,4.38,9.0,2
E284,Fatima_23,HR,2025-02-11,Absent,0.0,0.0,5.62,0
E071,Sophia_8,Finance,2025-01-05,Present,8.27,0.62,8.86,1
E069,Sophia_76,Support,2025-01-21,Absent,0.0,0.0,6.2,1
E263,Khadija_95,Engineering,2025-02-04,Present,7.55,4.16,4.25,3
E233,David_34,QA,2025-04-02,Present,8.61,0.0,4.42,0
E076,Ahmed_1,Sales,2025-04-15,Present,7.88,1.49,8.47,1
E169,Emma_41,Operations,2025-03-09,Present,8.75,2.89,7.0,0
E173,Mary_38,QA,2025-04-01,Present,6.81,1.93,6.85,0
E103,Bilal_56,Sales,2025-01-27,Present,7.7,2.89,5.87,1
E290,Fatima_51,Finance,2025-03-14,Present,8.61,2.57,8.41,0
E015,Hina_55,Sales,2025-03-30,Absent,0.0,0.0,2.88,0
E117,Ali_83,Support,2025-01-05,Present,9.98,1.15,4.8,0
E070,Khadija_82,Engineering,2025-01-23,Present,6.82,1.99,8.44,1
E121,Mary_99,Operations,2025-02-21,Present,8.02,2.52,5.33,1
E183,Zubair_21,Operations,2025-01-22,Present,6.04,4.35,3.97,2
E167,Sara_35,Finance,2025-02-19,Present,9.33,3.11,5.27,0
E072,Zubair_37,Finance,2025-04-05,Absent,0.0,0.0,8.93,0
E011,Emma_48,HR,2025-04-06,Present,7.7,1.92,7.01,0
E040,Ahmed_20,Support,2025-03-03,Present,7.47,1.19,8.97,0
E161,Fatima_90,Finance,2025-04-25,Absent,0.0,0.0,4.57,0
E247,Sophia_60,Support,2025-04-19,Present,6.71,0.13,7.78,1
E163,Sophia_88,Sales,2025-03-12,Absent,0.0,0.0,6.42,0
E285,David_91,QA,2025-02-02,Absent,0.0,0.0,3.09,1
E191,Khadija_44,Logistics,2025-04-07,Absent,0.0,0.0,6.86,0
E092,Omar_26,Engineering,2025-02-10,Present,8.76,1.73,7.47,0
E160,Zubair_22,Operations,2025-02-26,Present,7.36,0.66,6.72,1
E094,Ahmed_65,Logistics,2025-03-29,Present,8.67,0.0,4.39,0
E227,Zubair_15,Engineering,2025-04-24,Remote,0.0,0.0,5.27,0
E275,Zubair_88,Finance,2025-04-10,Present,9.21,4.31,3.19,0
E027,Khadija_67,QA,2025-04-27,Present,6.32,0.0,7.29,0
E060,Emma_69,Support,2025-01-06,Present,10.8,0.08,4.54,0
E212,Sophia_54,Support,2025-02-05,Present,5.0,0.0,5.99,1
E196,Hina_38,HR,2025-02-10,Present,9.56,4.04,4.38,0
E131,Mary_68,Sales,2025-01-20,Present,8.39,0.1,7.69,0
E190,Hina_99,Support,2025-04-22,Present,7.62,3.49,7.47,1
E272,Sara_67,Support,2025-02-27,Present,8.0,2.96,4.75,0
E223,Ali_15,QA,2025-04-14,Absent,0.0,0.0,6.13,0
E213,Sophia_98,Engineering,2025-04-10,Present,7.95,0.53,2.67,0
E009,David_53,Support,2025-01-09,Absent,0.0,0.0,4.84,0
E296,Ayesha_76,HR,2025-01-16,Present,8.95,2.19,7.79,1
E262,Mary_16,Engineering,2025-04-19,Present,8.54,3.41,4.44,3
E092,John_88,Operations,2025-03-18,Present,7.42,3.26,5.84,0
E166,Emma_55,Engineering,2025-03-06,Present,9.1,1.64,6.72,0
E300,Hina_10,Finance,2025-04-16,Present,8.34,0.83,4.06,1
E091,Mary_90,Engineering,2025-03-21,Present,7.88,1.12,3.31,1
E281,Fatima_49,Finance,2025-04-25,Present,7.68,2.29,5.68,0
E269,Ayesha_26,Engineering,2025-04-01,Remote,0.0,0.0,5.73,0
E062,David_25,QA,2025-03-20,Present,7.6,0.88,5.05,0
E028,Ali_18,Engineering,2025-02-20,Present,9.38,0.96,4.82,0
E167,Omar_14,Operations,2025-04-17,Present,7.45,2.92,4.01,1
E238,David_41,Finance,2025-05-01,Remote,0.0,0.0,4.84,0
E024,Noor_89,Sales,2025-01-05,Absent,0.0,0.0,5.59,0
E186,Fatima_41,HR,2025-03-25,Present,9.43,0.0,4.95,0
E243,Ali_97,Logistics,2025-03-07,Present,9.74,2.48,4.82,0
E182,Emma_57,QA,2025-02-17,Present,8.74,1.52,8.23,0
E099,Bilal_93,Operations,2025-04-10,Present,8.79,1.2,6.83,0
E133,David_96,Operations,2025-01-22,Present,8.12,4.79,4.34,2
E238,Sara_9,Engineering,2025-03-14,Present,8.9,1.55,7.66,1
E203,Sophia_59,HR,2025-04-28,Present,7.13,1.39,7.45,1
E279,Omar_56,Support,2025-04-20,Present,8.85,2.93,3.35,0
E126,David_22,HR,2025-01-15,Present,6.98,2.89,5.62,0
E152,Khadija_66,Logistics,2025-04-21,Present,9.42,1.29,4.79,1
E247,Ali_48,Operations,2025-03-08,Present,9.96,3.06,8.82,0
E188,Mary_3,Sales,2025-04-12,Present,8.67,1.39,9.58,0
E290,Ayesha_34,HR,2025-02-03,Present,6.79,1.93,6.6,0
E057,Hina_35,Sales,2025-01-26,Present,8.82,1.64,7.49,0
E169,Ahmed_53,QA,2025-04-17,Absent,0.0,0.0,2.76,0
E254,Ayesha_52,Logistics,2025-03-12,Present,5.68,0.0,5.68,2
E287,Fatima_2,HR,2025-02-20,Present,9.36,0.0,7.22,0
E012,Ayesha_64,Operations,2025-04-29,Absent,0.0,0.0,6.8,0
E281,Omar_69,Support,2025-03-16,Present,8.59,1.68,7.22,0
E119,Omar_47,Operations,2025-01-11,Present,10.22,1.01,7.71,1
E048,Omar_51,QA,2025-01-04,Present,10.46,0.65,7.91,1
E189,David_41,Operations,2025-03-06,Present,8.84,3.35,4.78,0
E099,Sara_42,Support,2025-01-06,Absent,0.0,0.0,9.13,1
E110,Khadija_39,Operations,2025-04-06,Present,8.48,1.26,9.06,0
E124,Emma_49,Logistics,2025-04-12,Absent,0.0,0.0,5.98,0
E243,David_25,Finance,2025-02-26,Absent,0.0,0.0,6.58,0
E099,John_21,Operations,2025-03-03,Present,6.9,3.79,8.02,0
E015,Ahmed_50,HR,2025-01-11,Remote,0.0,0.0,7.53,0
E039,Hina_77,Logistics,2025-02-25,Present,10.6,1.52,7.01,0
E099,David_4,Logistics,2025-03-22,Absent,0.0,0.0,4.48,0
E238,Hina_25,Support,2025-01-23,Present,7.59,3.01,4.93,0
E197,Emma_65,Engineering,2025-02-23,Present,6.47,2.39,6.11,0
E165,Hina_98,Sales,2025-01-21,Remote,0.0,0.0,7.97,0
E152,Ahmed_99,Sales,2025-03-19,Present,6.72,2.31,1.96,0
E055,Khadija_64,QA,2025-04-14,Present,6.96,0.47,5.75,1
E047,Sara_84,QA,2025-04-01,Present,8.4,1.73,8.72,0
E046,Emma_75,Support,2025-03-04,Present,7.96,0.0,7.45,0
E241,Khadija_38,Support,2025-04-21,Present,8.45,0.51,3.78,0
E106,Usman_5,Engineering,2025-04-03,Present,6.23,0.39,6.55,0
E293,Ayesha_47,QA,2025-03-21,Present,8.05,0.74,5.19,0
E219,Zubair_30,Operations,2025-01-24,Present,8.45,0.88,6.57,0
E089,Bilal_93,Support,2025-03-01,Present,5.14,0.0,5.41,0
E133,David_39,Support,2025-01-01,Present,8.62,3.25,5.37,0
E217,Sophia_9,Engineering,2025-01-04,Present,9.42,0.16,4.82,0
E193,Ahmed_92,Engineering,2025-01-16,Present,9.46,0.45,4.41,0
E251,Khadija_65,Sales,2025-04-21,Absent,0.0,0.0,6.08,0
E229,Bilal_33,Sales,2025-04-13,Present,6.66,0.9,3.78,0
E129,Mary_61,Logistics,2025-01-27,Present,8.49,1.25,9.11,0
E162,Sara_87,Logistics,2025-02-01,Present,8.51,2.26,3.08,0
E297,Omar_60,Engineering,2025-02-25,Present,8.63,0.93,5.72,0
E022,Fatima_34,Finance,2025-03-15,Present,8.34,2.9,4.14,0
E174,John_10,Finance,2025-03-02,Present,7.55,0.0,6.21,0
E068,Zubair_85,Logistics,2025-01-29,Present,9.46,4.69,6.94,0
E273,David_90,Support,2025-02-13,Absent,0.0,0.0,10.0,0
E070,Ali_23,HR,2025-04-13,Absent,0.0,0.0,3.49,1
E148,Omar_38,Engineering,2025-04-06,Present,8.61,3.22,5.88,1
E045,David_24,QA,2025-02-11,Present,7.94,0.64,7.86,0
E212,Emma_74,Logistics,2025-04-29,Present,8.9,4.24,6.84,1
E115,Ayesha_9,Logistics,2025-02-06,Present,8.09,1.22,3.91,1
E192,Bilal_99,Engineering,2025-02-03,Present,6.54,2.16,6.22,0
E253,Ayesha_75,Support,2025-01-20,Absent,0.0,0.0,5.85,0
E207,Hina_21,Support,2025-01-02,Present,8.84,3.44,6.52,1
E203,Khadija_65,Sales,2025-03-22,Absent,0.0,0.0,5.65,0
E188,Sophia_57,Support,2025-04-25,Present,7.35,0.89,5.97,0
E222,Fatima_42,Logistics,2025-01-27,Present,7.39,3.15,4.25,0
E109,Bilal_80,Sales,2025-03-02,Present,10.74,1.97,7.45,1
E034,Ayesha_28,Engineering,2025-03-27,Present,8.28,2.45,5.92,0
E007,Ahmed_93,QA,2025-04-30,Remote,0.0,0.0,4.7,2
E019,Emma_17,QA,2025-02-15,Present,8.07,0.0,7.19,0
E026,Ali_6,Operations,2025-02-15,Present,9.37,1.07,4.27,1
E083,Noor_48,QA,2025-02-01,Present,6.06,1.75,7.26,1
E190,Noor_68,Support,2025-03-29,Present,7.17,2.62,5.51,0
E283,Bilal_70,Operations,2025-02-08,Present,8.26,1.87,4.89,0
E179,Omar_22,Engineering,2025-02-17,Present,8.37,0.0,3.71,1
E030,Bilal_43,Logistics,2025-03-23,Absent,0.0,0.0,4.79,0
E285,Sara_79,Finance,2025-04-22,Remote,0.0,0.0,6.42,0
E056,Sara_17,Sales,2025-03-12,Present,8.98,1.15,8.05,1
E059,David_55,Support,2025-01-12,Present,8.37,2.18,6.71,0
E108,Fatima_86,HR,2025-01-05,Present,7.03,5.91,8.6,1
E163,Usman_21,Logistics,2025-04-16,Present,6.01,2.52,5.18,0
E255,Ali_66,Support,2025-03-03,Present,8.54,0.0,3.34,0
E103,Emma_59,Support,2025-01-15,Absent,0.0,0.0,5.39,0
E180,Mary_95,HR,2025-04-08,Present,9.83,0.0,6.4,0
E055,Ali_53,Engineering,2025-02-12,Present,10.74,0.59,3.93,0
E048,Sara_5,QA,2025-02-05,Present,7.93,0.84,7.37,2
E192,Fatima_18,Finance,2025-03-22,Present,6.23,1.01,5.73,0
E250,David_36,Sales,2025-04-26,Present,6.26,0.47,5.26,0
E266,Zubair_14,Finance,2025-02-15,Present,9.16,2.22,6.74,0
E111,David_8,Engineering,2025-02-07,Absent,0.0,0.0,7.45,0
E160,Ahmed_97,Support,2025-03-23,Absent,0.0,0.0,7.94,0
E056,Ali_10,Logistics,2025-04-17,Remote,0.0,0.0,7.34,0
E130,Zubair_96,Finance,2025-01-17,Absent,0.0,0.0,6.54,0
E272,Bilal_16,HR,2025-01-04,Present,9.7,1.56,4.33,0
E139,Zubair_26,Support,2025-02-01,Remote,0.0,0.0,7.99,0
E215,John_88,Support,2025-03-11,Present,7.67,1.84,3.91,1
E258,Fatima_1,QA,2025-02-23,Remote,0.0,0.0,6.61,0
E168,Omar_72,Operations,2025-04-01,Present,6.28,3.3,7.16,3
E226,Sophia_22,Engineering,2025-03-01,Present,11.1,1.5,8.13,0
E036,Ayesha_66,Engineering,2025-03-27,Present,6.71,1.23,1.0,0
E126,Fatima_43,Sales,2025-04-24,Present,7.79,1.34,9.15,1
E044,Sara_3,Operations,2025-04-23,Present,9.32,2.76,5.46,2
E200,Omar_81,QA,2025-01-05,Present,10.32,2.76,7.75,0
E086,Usman_92,Finance,2025-02-25,Present,9.53,1.23,2.05,0
E146,Noor_56,Logistics,2025-04-01,Present,9.21,0.7,4.75,1
E225,Ahmed_46,QA,2025-04-08,Present,6.57,0.23,4.38,0
E086,Ahmed_32,Operations,2025-01-02,Absent,0.0,0.0,5.69,0
E147,Ahmed_25,Operations,2025-04-18,Present,8.34,2.42,2.27,1
E171,Zubair_28,Support,2025-03-28,Present,6.66,0.0,5.67,0
E100,Omar_28,Finance,2025-03-22,Absent,0.0,0.0,1.0,1
E029,David_5,HR,2025-02-23,Present,9.64,0.29,3.7,1
E147,Fatima_4,HR,2025-01-03,Present,9.3,0.62,6.95,0
E082,Hina_26,Finance,2025-04-15,Present,8.4,1.78,5.18,0
E194,Ahmed_17,Finance,2025-04-22,Present,7.36,0.0,5.04,0
E264,Noor_85,Finance,2025-02-06,Present,6.85,2.69,9.24,0
E239,Sophia_67,Operations,2025-01-20,Present,9.62,3.6,7.31,0
E205,Sophia_75,HR,2025-01-12,Present,7.19,1.27,6.3,0
E080,Sophia_23,QA,2025-04-28,Present,6.76,3.09,5.65,0
E050,Bilal_87,Logistics,2025-01-06,Absent,0.0,0.0,5.57,0
E005,Fatima_95,Engineering,2025-03-12,Present,8.94,0.2,5.93,0
E299,Noor_62,Finance,2025-03-29,Present,8.87,0.0,5.25,0
E111,Bilal_98,Support,2025-02-20,Present,7.45,0.35,6.09,1
E285,David_57,Finance,2025-03-06,Remote,0.0,0.0,7.37,0
E262,Bilal_70,HR,2025-03-07,Present,8.45,0.19,5.8,0
E140,David_76,Logistics,2025-04-27,Present,7.57,0.84,6.55,0
E144,Mary_84,QA,2025-04-15,Present,8.28,2.0,6.09,0
E284,Fatima_39,Engineering,2025-03-09,Present,8.79,1.87,6.51,0
E165,Emma_85,Finance,2025-04-27,Present,7.68,1.81,6.89,0
E112,Khadija_67,Logistics,2025-04-01,Present,6.57,0.04,5.14,0
E152,Noor_91,Support,2025-04-12,Present,9.43,0.0,3.55,0
E187,Noor_88,Sales,2025-03-10,Present,8.31,1.32,5.81,0
E012,Sara_35,Support,2025-01-14,Present,7.26,2.78,6.32,0
E099,Emma_4,HR,2025-04-29,Present,9.09,1.3,5.58,0
E152,Omar_76,HR,2025-02-07,Present,8.55,0.0,3.07,0
E005,Usman_7,Support,2025-04-21,Absent,0.0,0.0,5.69,0
E246,David_52,HR,2025-02-25,Present,4.63,1.78,9.16,0
E274,Hina_88,Sales,2025-01-25,Present,8.55,0.75,6.27,1
E220,Sophia_69,HR,2025-04-06,Present,7.76,4.04,4.57,1
E044,Bilal_30,Operations,2025-01-31,Present,10.51,3.29,1.28,0
E219,Khadija_64,Logistics,2025-01-17,Present,8.43,1.94,7.29,0
E184,Usman_75,Support,2025-01-14,Present,8.31,0.0,8.21,0
E073,Noor_28,Engineering,2025-01-21,Present,8.01,0.0,5.66,0
E199,Emma_54,Finance,2025-04-01,Remote,0.0,0.0,3.56,1
E186,Ali_66,QA,2025-01-22,Present,6.18,3.32,3.01,1
E091,Omar_40,Logistics,2025-02-19,Absent,0.0,0.0,4.69,0
E222,Sophia_72,Logistics,2025-01-18,Present,7.54,1.08,6.47,0
E085,John_41,HR,2025-04-12,Present,7.9,4.8,6.66,0
E191,Ayesha_28,HR,2025-02-25,Present,6.84,0.0,4.85,0
E005,Omar_91,Sales,2025-03-05,Present,8.4,1.88,5.17,0
E214,Usman_64,Logistics,2025-01-12,Present,8.21,0.0,2.55,1
E014,John_56,Engineering,2025-02-12,Present,8.04,0.0,2.83,1
E223,Sara_52,QA,2025-03-05,Absent,0.0,0.0,2.4,2
E149,Usman_42,Sales,2025-03-25,Present,9.49,3.72,5.69,0
E263,Usman_98,Sales,2025-03-15,Present,7.99,2.66,2.4,0
E122,Fatima_17,QA,2025-01-23,Present,7.41,2.08,3.84,0
E201,Emma_14,Sales,2025-01-25,Present,7.22,2.79,6.93,0
E106,Ahmed_56,Sales,2025-01-16,Present,7.91,0.59,4.42,0
E277,Sara_54,Sales,2025-03-12,Absent,0.0,0.0,7.67,0
E110,Khadija_13,Engineering,2025-03-02,Present,5.44,2.36,9.99,1
E188,Emma_65,QA,2025-03-16,Present,6.96,2.67,7.51,0
E237,Ali_83,HR,2025-04-22,Present,8.16,2.75,3.45,1
E156,Emma_54,Operations,2025-01-15,Present,8.58,1.69,7.06,0
E183,David_37,Engineering,2025-01-29,Present,8.04,0.0,7.53,0
E038,Usman_93,HR,2025-04-14,Present,6.29,0.0,5.04,0
E242,Hina_27,QA,2025-02-09,Present,8.66,3.24,8.31,1
E120,Hina_3,Finance,2025-02-16,Present,6.44,3.17,5.24,1
E108,Noor_40,Engineering,2025-04-04,Present,8.5,0.81,9.54,0
E121,Zubair_49,Support,2025-04-12,Present,6.22,2.13,4.53,0
E107,Emma_22,Support,2025-01-29,Present,8.35,0.55,7.96,1
E257,Ali_78,HR,2025-03-05,Present,7.36,0.0,2.47,2
E239,Sara_1,Finance,2025-01-17,Present,8.54,0.53,8.13,2
E295,John_32,QA,2025-02-14,Present,8.26,0.32,4.19,0
E282,Fatima_60,HR,2025-02-18,Present,7.35,0.2,4.82,0
E036,Usman_53,QA,2025-01-29,Present,8.66,0.0,6.94,0
E221,Noor_6,QA,2025-02-09,Present,9.18,0.0,6.71,1
E132,Bilal_62,QA,2025-02-08,Present,7.77,4.78,9.29,0
E255,Emma_34,Logistics,2025-03-30,Absent,0.0,0.0,7.9,0
E070,Zubair_33,Operations,2025-04-23,Present,5.9,0.2,3.94,1
E144,Emma_15,Logistics,2025-04-13,Present,7.24,0.0,6.44,0
E040,Sophia_67,Support,2025-01-01,Absent,0.0,0.0,7.3,0
E132,Hina_56,QA,2025-04-03,Present,7.75,1.39,5.65,0
E240,David_53,QA,2025-04-16,Present,7.15,1.49,4.93,0
E018,David_73,Support,2025-01-14,Absent,0.0,0.0,5.04,1
E029,Zubair_94,QA,2025-03-03,Present,7.43,0.0,9.11,0
E269,John_86,Finance,2025-02-23,Absent,0.0,0.0,2.92,1
E274,Ayesha_51,Finance,2025-01-07,Present,8.16,1.21,3.89,1
E187,David_55,HR,2025-02-24,Present,6.55,2.8,1.62,2
E102,Hina_97,QA,2025-04-13,Present,8.85,2.47,3.34,3
E150,Fatima_43,HR,2025-02-08,Present,7.52,2.14,7.77,0
E067,Hina_73,Engineering,2025-01-19,Present,6.19,0.73,7.0,0
E122,Khadija_14,Finance,2025-03-12,Present,9.05,2.06,5.84,0
E093,Sophia_7,Sales,2025-04-20,Present,6.91,3.64,7.16,2
E095,Zubair_47,Finance,2025-04-21,Absent,0.0,0.0,6.77,0
E095,Ahmed_86,Support,2025-01-04,Absent,0.0,0.0,8.05,0
E211,Zubair_67,Support,2025-02-22,Present,7.8,3.84,3.94,0
E164,Khadija_95,Logistics,2025-02-13,Present,8.22,2.33,6.53,1
E269,Noor_58,Finance,2025-04-14,Remote,0.0,0.0,5.98,0
E010,Noor_4,Logistics,2025-01-12,Remote,0.0,0.0,5.57,0
E265,Fatima_40,HR,2025-03-06,Present,7.16,2.52,5.44,1
E101,Ahmed_92,Finance,2025-02-05,Present,7.75,0.0,3.72,1
E238,Bilal_19,QA,2025-02-14,Absent,0.0,0.0,2.8,0
E088,Mary_15,Finance,2025-03-30,Present,9.1,0.0,9.35,1
E005,Ali_59,Sales,2025-02-10,Remote,0.0,0.0,1.4,2
E144,Noor_84,QA,2025-04-17,Absent,0.0,0.0,7.78,0
E077,Mary_53,Engineering,2025-04-22,Present,8.61,2.28,6.68,0
E089,Bilal_91,Sales,2025-05-01,Present,9.13,0.0,4.57,1
E036,Ahmed_10,Logistics,2025-03-10,Present,9.04,2.53,7.33,0
E109,John_52,Support,2025-03-02,Present,6.6,0.0,7.28,0
E275,Hina_76,Operations,2025-04-17,Present,7.76,0.45,8.42,2
E175,Noor_87,Operations,2025-04-09,Present,8.91,0.72,6.65,0
E288,Zubair_15,Engineering,2025-04-19,Present,6.48,2.98,8.84,2
E257,Bilal_5,Support,2025-03-18,Present,5.6,2.45,4.17,0
E062,Hina_25,QA,2025-01-12,Present,7.41,0.54,4.66,0
E196,Fatima_37,Engineering,2025-04-28,Absent,0.0,0.0,4.99,0
E116,Ayesha_88,HR,2025-02-06,Absent,0.0,0.0,1.88,4
E299,Khadija_96,HR,2025-01-06,Present,6.62,0.72,4.85,1
E181,Noor_39,Operations,2025-04-09,Present,7.89,1.77,1.0,1
E062,Noor_29,QA,2025-03-26,Present,8.01,1.53,7.64,1
E083,Mary_52,Support,2025-04-23,Present,9.25,3.68,5.61,0
E212,Bilal_64,Logistics,2025-04-04,Present,8.98,2.6,2.15,1
E074,Sara_88,Operations,2025-04-21,Present,7.23,0.0,5.13,1
E068,Ayesha_16,Engineering,2025-04-22,Present,7.36,2.21,7.0,1
E049,Ayesha_5,Finance,2025-04-18,Present,9.41,0.89,4.38,0
E155,Sophia_23,Finance,2025-03-07,Present,9.62,2.51,9.28,0
E168,Bilal_7,Logistics,2025-02-03,Present,7.54,2.29,4.07,0
E236,Ahmed_64,Operations,2025-02-21,Present,8.42,0.3,7.94,0
E174,Usman_71,Operations,2025-01-01,Present,7.27,7.18,5.09,0
E276,Ali_77,HR,2025-01-11,Present,7.3,2.91,2.58,4
E174,Omar_10,Engineering,2025-01-25,Present,8.35,1.71,5.54,1
E142,Zubair_65,Finance,2025-03-07,Present,7.52,1.25,4.24,0
E187,Hina_56,HR,2025-03-18,Present,8.6,0.87,2.46,3
E096,Sara_94,Finance,2025-04-09,Remote,0.0,0.0,6.28,1
E187,John_18,HR,2025-02-08,Present,5.39,1.36,7.3,0
E129,Zubair_39,QA,2025-03-18,Absent,0.0,0.0,5.6,0
E299,Fatima_57,Finance,2025-01-18,Present,8.91,1.19,2.87,3
E128,Khadija_76,Operations,2025-04-15,Absent,0.0,0.0,2.94,3
E086,David_77,Engineering,2025-04-02,Present,8.21,1.97,7.12,0
E099,Noor_39,Sales,2025-01-21,Present,8.2,1.42,2.3,2
E228,Omar_48,Sales,2025-04-12,Present,7.56,0.0,6.89,0
E027,Sophia_33,Finance,2025-04-18,Present,9.94,1.12,3.2,1
E080,Omar_11,Engineering,2025-01-08,Present,8.31,4.07,4.69,0
E141,David_49,HR,2025-01-02,Present,11.64,1.39,5.94,0
E163,Fatima_78,Engineering,2025-02-11,Present,7.45,0.79,5.54,1
E082,Ayesha_42,Support,2025-03-13,Present,8.86,3.33,8.63,1
E182,Usman_23,Finance,2025-01-10,Present,6.6,4.01,2.2,1
E162,Emma_50,Sales,2025-01-05,Present,7.63,1.46,6.02,0
E115,Hina_76,Support,2025-01-01,Present,6.91,3.49,10.0,0
E278,Zubair_98,Engineering,2025-01-31,Absent,0.0,0.0,7.35,0
E062,Zubair_34,HR,2025-03-14,Present,6.05,1.64,3.57,1
E049,Ahmed_78,Operations,2025-01-12,Present,6.94,1.09,8.74,0
E200,Khadija_41,Support,2025-02-21,Present,7.2,1.74,4.75,1
E018,Noor_16,Support,2025-04-02,Present,9.06,0.45,8.4,1
E178,Sara_37,Logistics,2025-04-10,Remote,0.0,0.0,2.79,1
E263,Mary_65,Support,2025-03-12,Present,8.12,2.08,7.68,0
E121,Mary_29,Support,2025-04-16,Present,8.08,0.99,4.45,0
E146,Sophia_27,Logistics,2025-03-22,Present,8.03,1.17,5.6,1
E112,Usman_90,Support,2025-04-22,Present,8.67,0.28,6.51,0
E086,Noor_77,Support,2025-01-08,Present,6.98,2.22,7.74,0
E007,Emma_33,QA,2025-04-15,Present,6.78,1.5,6.45,0
E167,Zubair_40,Finance,2025-01-30,Present,8.46,2.22,6.31,0
E054,Usman_3,HR,2025-01-02,Present,6.91,0.0,6.1,0
E009,Khadija_16,Logistics,2025-02-03,Present,9.29,0.21,7.2,0
E240,Omar_62,Finance,2025-01-08,Present,9.05,0.0,9.3,0
E064,John_68,QA,2025-03-22,Present,7.28,2.88,7.78,0
E236,Omar_2,HR,2025-01-04,Present,7.39,2.29,7.66,0
E137,Sophia_46,Engineering,2025-04-24,Present,7.04,0.57,4.27,0
E113,Sophia_13,Sales,2025-04-09,Present,7.04,3.34,5.11,1
E027,Usman_43,Sales,2025-03-14,Present,8.39,3.41,8.24,1
E291,David_90,Finance,2025-02-05,Present,8.97,3.34,7.71,0
E030,Ali_28,Logistics,2025-04-24,Present,8.0,0.85,7.81,0
E096,Khadija_45,Operations,2025-03-26,Present,7.91,0.0,5.57,0
E038,David_31,Operations,2025-04-21,Present,6.95,2.25,7.89,0
E225,Omar_82,Logistics,2025-02-22,Present,7.6,2.85,3.93,1
E093,John_76,Finance,2025-02-14,Absent,0.0,0.0,8.12,3
E281,Mary_65,Finance,2025-01-08,Present,8.62,1.08,9.88,0
E192,Omar_6,Operations,2025-02-05,Present,8.56,4.12,3.15,1
E108,Hina_73,Engineering,2025-01-17,Absent,0.0,0.0,8.13,0
E143,David_92,HR,2025-01-02,Present,7.99,0.82,9.2,0
E029,Zubair_71,Support,2025-04-23,Present,7.0,1.49,7.53,0
E249,Fatima_31,Operations,2025-04-23,Present,8.4,2.13,4.92,1
E010,Noor_9,Engineering,2025-02-24,Present,8.02,0.56,7.48,0
E235,Sophia_29,Sales,2025-02-22,Present,7.45,2.29,6.76,0
E277,Ayesha_90,Operations,2025-05-01,Present,7.93,0.0,8.97,0
E174,Usman_34,Operations,2025-04-19,Remote,0.0,0.0,5.0,0
E112,Fatima_34,HR,2025-04-08,Present,9.91,1.06,8.52,0
E052,Noor_32,HR,2025-03-07,Present,8.67,1.44,5.86,0
E258,Emma_72,Engineering,2025-04-06,Present,8.32,0.0,7.06,0
E228,David_80,Sales,2025-01-14,Present,7.07,3.63,5.96,0
E211,Noor_72,Sales,2025-04-09,Present,7.16,0.28,7.16,0
E085,John_8,Operations,2025-04-15,Remote,0.0,0.0,3.25,0
E047,John_54,Support,2025-02-11,Present,8.67,2.77,5.67,0
E170,David_78,Logistics,2025-01-08,Present,8.48,2.08,6.25,0
E221,Mary_44,QA,2025-04-29,Present,6.05,3.32,7.93,1
E283,Usman_39,Sales,2025-03-20,Present,9.16,1.06,4.8,0
E041,Mary_20,Logistics,2025-03-17,Present,8.48,1.72,5.96,0
E211,Sara_51,Engineering,2025-01-27,Present,8.82,3.45,6.12,1
E184,Ahmed_52,QA,2025-01-02,Present,10.33,2.89,5.86,0
E062,Noor_77,Support,2025-04-20,Absent,0.0,0.0,2.38,0
E056,David_74,Engineering,2025-01-25,Present,8.64,0.0,3.41,1
E271,Mary_43,Operations,2025-02-13,Present,8.64,0.0,7.02,0
E131,Emma_81,Support,2025-04-04,Present,5.63,3.29,8.84,3
